STATION,NAME,DATE,AWND,FMTM,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF2,WDF5,WESD,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22,WV20
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",04/03/2014,6.04,,,0,0,0,19,29,10,,150,150,,13,14.1,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",05/03/2014,9.4,,,0,0,0,27,33,20,,360,290,,19.9,38,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",06/03/2014,8.28,,,0,0,0,22,30,12,,360,10,,19.9,25.9,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",07/03/2014,5.82,,,0,0,0,25,39,12,,10,50,,12.1,14.1,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",08/03/2014,6.93,,,0,0,0,40,59,28,,360,360,,16.1,21,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",09/03/2014,10.07,,,0,0,0,39,43,32,,290,290,,21,27.1,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",10/03/2014,6.71,,,0,0,0,36,46,31,,240,240,,15,19,1,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",11/03/2014,6.49,,,0,0,0,44,62,32,,280,280,,21,28,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",12/03/2014,8.05,,,0.46,0,0,46,54,39,,180,170,,23.9,34,1,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",13/03/2014,16.55,,,0.06,1.1,0,30,40,15,,330,330,,28,38.9,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",14/03/2014,10.51,,,0,0,0,24,38,12,,200,210,,23,31.1,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",15/03/2014,11.18,,,0.04,0,0,44,59,37,,270,280,,28,40,1,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",16/03/2014,12.3,,,0,0,0,35,39,27,,310,320,,19.9,25.9,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",17/03/2014,9.84,,,0,0,0,26,33,18,,10,40,,21,25.9,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",18/03/2014,7.16,,,0,0,0,28,43,17,,170,60,,16.1,19.9,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",19/03/2014,7.16,,,0.02,0,0,33,45,22,,120,130,,15,19,1,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",20/03/2014,10.74,,,0.75,0,0,42,53,36,,270,270,,21.9,30,1,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",21/03/2014,12.53,,,0,0,0,40,45,31,,290,310,,25.1,36,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",22/03/2014,11.18,,,0,0,0,40,60,24,,280,290,,30,38.9,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",23/03/2014,10.29,,,0,0,0,38,45,27,,350,350,,21,27.1,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",24/03/2014,10.29,,,0,0,0,27,34,17,,10,10,,23.9,30,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",25/03/2014,6.93,,,0,0,0,28,37,17,,180,160,,21.9,28,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",26/03/2014,22.82,,,0,0,0,31,37,24,,360,350,,44.1,52.1,1,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",27/03/2014,11.41,,,0,0,0,30,46,20,,310,300,,19.9,27.1,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",28/03/2014,11.63,,,0.06,0,0,43,57,33,,220,220,,30,40,1,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",29/03/2014,8.5,,,1.08,0,0,46,54,37,,50,50,,17,21.9,1,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",30/03/2014,14.32,,,4.14,0,0,43,46,36,,30,20,,28,36.9,1,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",31/03/2014,14.99,,,0.12,0,0,37,40,35,,20,20,,25.9,33.1,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",01/04/2014,10.74,,,0,0,0,42,54,35,,360,360,,21,27.1,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",02/04/2014,6.04,,,0,0,0,43,54,31,,150,210,,14.1,17,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",03/04/2014,7.16,,,0,0,0,46,62,33,,160,150,,21,25.9,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",04/04/2014,8.05,,,0.16,0,0,42,52,38,,110,110,,18.1,23,1,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",05/04/2014,12.08,,,0.06,0,0,44,55,37,,300,300,,21.9,29.1,1,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",06/04/2014,7.16,,,0,0,0,43,59,30,,270,270,,15,19,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",07/04/2014,6.49,,,0.21,0,0,46,53,35,,140,150,,16.1,23.9,1,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",08/04/2014,10.51,,,1,0,0,51,62,46,,290,280,,25.1,38,1,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",09/04/2014,11.63,,,0,0,0,51,61,39,,300,340,,23,29.1,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",10/04/2014,11.41,,,0,0,0,46,56,30,,210,240,,25.1,36.9,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",11/04/2014,8.05,,,0,0,0,54,71,48,,210,220,,19.9,23.9,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",12/04/2014,8.5,,,0,0,0,57,70,47,,260,270,,17,21.9,1,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",13/04/2014,10.74,,,0,0,0,53,65,42,,140,120,,21,36,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",14/04/2014,18.34,,,0,0,0,62,72,57,,220,220,,36.9,48.1,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",15/04/2014,21.47,,,1.53,0,0,60,66,39,,190,210,,36,48.1,1,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",16/04/2014,12.97,,,0.42,0.3,0,42,47,32,,340,340,,23.9,35.1,1,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",17/04/2014,12.75,,,0,0,0,38,46,31,,40,40,,21.9,30,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",18/04/2014,6.71,,,0,0,0,39,50,30,,50,30,,14.1,18.1,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",19/04/2014,10.07,,,0,0,0,49,65,36,,360,360,,21.9,30,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",20/04/2014,8.05,,,0,0,0,48,56,38,,150,360,,18.1,23,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",21/04/2014,7.83,,,0,0,0,46,60,33,,150,120,,21.9,38.9,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",22/04/2014,8.5,,,0.03,0,0,53,70,41,,180,120,,23.9,31.1,1,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",23/04/2014,11.18,,,0.59,0,0,51,56,47,,340,340,,25.9,38.9,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",24/04/2014,18.57,,,0,0,0,50,60,42,,340,10,,32,47,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",25/04/2014,9.62,,,0,0,0,52,61,43,,170,170,,21,27.1,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",26/04/2014,4.92,,,0.36,0,0,46,48,43,,20,20,,12.1,15,1,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",27/04/2014,8.5,,,0,0,0,47,55,43,,20,10,,18.1,21.9,,,,,,,,1,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",28/04/2014,10.74,,,0,0,0,49,60,41,,60,40,,19.9,25.9,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",29/04/2014,13.87,,,0.01,0,0,45,48,41,,50,60,,23.9,29.1,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",30/04/2014,8.28,,,0.8,0,0,43,47,41,,60,60,,18.1,23,1,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",01/05/2014,8.72,,,1.28,0,0,54,66,47,,180,180,,23,29.1,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",02/05/2014,8.72,,,0,0,0,58,67,49,,220,220,,21,27.1,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",03/05/2014,9.4,,,0,0,0,57,70,42,,180,210,,23,31.1,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",04/05/2014,15.66,,,0,0,0,58,65,50,,260,270,,32,40.9,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",05/05/2014,10.74,,,0,0,0,56,65,49,,320,300,,21,29.1,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",06/05/2014,8.95,,,0,0,0,56,65,45,,310,310,,21,27.1,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",07/05/2014,9.17,,,0,0,0,56,66,43,,150,140,,18.1,23,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",08/05/2014,4.47,,,0,0,0,55,63,43,,200,210,,12.1,14.1,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",09/05/2014,5.37,,,0.03,0,0,55,62,53,,190,190,,18.1,23.9,1,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",10/05/2014,11.18,,,0.01,0,0,65,79,57,,230,250,,23,31.1,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",11/05/2014,10.74,,,0.04,0,0,69,80,56,,260,250,,21.9,30,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",12/05/2014,9.84,,,0,0,0,69,82,52,,220,220,,25.1,31.1,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",13/05/2014,12.3,,,0,0,0,60,64,46,,40,20,,23.9,30,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",14/05/2014,6.93,,,0,0,0,53,65,45,,170,160,,17,21.9,1,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",15/05/2014,10.07,,,0.01,0,0,63,71,56,,160,170,,17,21.9,1,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",16/05/2014,14.32,,,0.05,0,0,63,66,60,,170,160,,23,31.1,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",17/05/2014,10.96,,,0.48,0,0,66,76,56,,160,180,,23.9,36,1,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",18/05/2014,8.28,,,0,0,0,60,69,52,,320,310,,15,21,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",19/05/2014,9.84,,,0.01,0,0,60,67,51,,340,320,,23.9,36,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",20/05/2014,8.95,,,0,0,0,62,77,50,,350,360,,25.1,34,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",21/05/2014,6.04,,,0,0,0,59,73,46,,160,170,,18.1,23,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",22/05/2014,4.92,,,0.16,0,0,56,61,53,,180,180,,14.1,16.1,1,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",23/05/2014,5.82,,,0,0,0,59,65,53,,20,20,,15,18.1,1,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",24/05/2014,8.72,,,0.01,0,0,58,66,53,,20,20,,18.1,23,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",25/05/2014,5.82,,,0,0,0,57,68,49,,190,190,,17,19.9,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",26/05/2014,7.61,,,0.01,0,0,62,78,50,,220,220,,17,23,1,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",27/05/2014,9.84,,,0,0,0,71,83,51,,40,30,,19.9,25.1,1,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",28/05/2014,14.54,,,0,0,0,52,53,45,,30,30,,25.1,32,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",29/05/2014,7.61,,,0,0,0,53,67,41,,150,170,,18.1,21.9,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",30/05/2014,7.38,,,0.16,0,0,54,65,43,,160,160,,18.1,21,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",31/05/2014,12.08,,,0,0,0,58,67,48,,30,40,,25.1,31.1,1,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",01/06/2014,6.71,,,0,0,0,61,77,44,,190,180,,16.1,19.9,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",02/06/2014,7.38,,,0,0,0,65,81,48,,200,220,,17,21.9,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",03/06/2014,7.38,,,0,0,0,64,76,53,,170,160,,18.1,21.9,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",04/06/2014,4.47,,,0,0,0,61,68,57,,150,160,,14.1,17,1,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",05/06/2014,7.61,,,0.54,0,0,62,64,55,,10,20,,18.1,21.9,1,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",06/06/2014,9.4,,,0,0,0,65,76,54,,320,280,,18.1,25.9,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",07/06/2014,6.71,,,0,0,0,70,82,56,,350,360,,16.1,21.9,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",08/06/2014,6.26,,,0,0,0,74,85,61,,140,160,,16.1,19,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",09/06/2014,6.49,,,0.2,0,0,70,76,61,,200,200,,16.1,19.9,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",10/06/2014,8.05,,,0.09,0,0,67,75,60,,50,50,,21.9,25.9,1,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",11/06/2014,10.29,,,0,0,0,65,74,58,,90,60,,16.1,21,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",12/06/2014,6.93,,,0,0,0,63,70,58,,150,150,,15,19,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",13/06/2014,4.92,,,1.22,0,0,65,70,62,,80,90,,10.1,13,1,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",14/06/2014,7.16,,,0,0,0,69,78,58,,290,300,,17,23.9,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",15/06/2014,9.84,,,0,0,0,67,80,57,,350,340,,19.9,25.9,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",16/06/2014,6.93,,,0,0,0,70,78,58,,170,200,,18.1,23.9,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",17/06/2014,8.5,,,0,0,0,69,80,60,,180,190,,16.1,19,1,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",18/06/2014,11.63,,,0,0,0,75,86,65,,310,310,,23,31.1,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",19/06/2014,6.71,,,0.14,0,0,74,83,63,,310,360,,14.1,18.1,1,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",20/06/2014,9.84,,,0,0,0,69,78,55,,340,360,,21,27.1,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",21/06/2014,6.71,,,0,0,0,65,75,53,,150,160,,17,19.9,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",22/06/2014,6.26,,,0,0,0,67,79,54,,140,160,,16.1,19,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",23/06/2014,6.71,,,0,0,0,66,76,54,,180,190,,17,23,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",24/06/2014,10.96,,,0,0,0,68,80,57,,190,210,,21,25.9,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",25/06/2014,11.63,,,0,0,0,73,84,64,,200,210,,21.9,25.9,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",26/06/2014,8.95,,,0.17,0,0,75,86,61,,40,40,,23,27.1,1,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",27/06/2014,9.62,,,0,0,0,69,79,59,,50,40,,21,25.9,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",28/06/2014,5.82,,,0,0,0,69,81,57,,160,160,,17,23,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",29/06/2014,7.61,,,0,0,0,70,82,55,,180,160,,17,21,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",30/06/2014,9.62,,,0,0,0,73,87,62,,210,250,,19.9,25.1,,,,,,,,1,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",01/07/2014,11.18,,,0,0,0,77,88,68,,200,220,,21,29.1,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",02/07/2014,11.18,,,0,0,0,78,90,71,,210,220,,21.9,30,,,,,,,,1,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",03/07/2014,9.84,,,0,0,0,79,90,71,,200,310,,21,27.1,1,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",04/07/2014,10.74,,,2.68,0,0,71,76,62,,10,10,,23.9,32,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",05/07/2014,13.65,,,0,0,0,69,81,61,,330,350,,23,35.1,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",06/07/2014,13.2,,,0,0,0,74,84,62,,250,230,,23,31.1,,,,,,,,1,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",07/07/2014,11.63,,,0,0,0,75,86,68,,210,220,,23,32,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",08/07/2014,11.63,,,0,0,0,79,91,72,,190,200,,18.1,32,,,,,,,,1,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",09/07/2014,10.51,,,0,0,0,77,86,71,,200,220,,19.9,27.1,,,,,,,,1,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",10/07/2014,5.82,,,0,0,0,76,82,68,,170,310,,13,15,1,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",11/07/2014,6.26,,,0,0,0,73,83,64,,150,160,,16.1,19.9,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",12/07/2014,6.93,,,0,0,0,72,85,60,,190,190,,16.1,19.9,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",13/07/2014,12.75,,,0,0,0,73,83,65,,200,230,,23.9,31.1,,,,,,,,1,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",14/07/2014,9.4,,,0.16,0,0,76,84,72,,190,210,,15,23,,,,,,,,,,,,,,,,,,,,,
